"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"157","부산광역시 북구 화명동","2324","2324","0000","화명롯데캐슬카이저","71.9100","202605","18","61,500","-","27","개인","개인","2012","금곡대로 166","-","중개거래","부산 북구","-"
"158","경기도 남양주시 다산동","6215","6215","0000","다산 펜테리움 리버테라스 Ⅰ","84.9527","202605","18","93,000","-","27","개인","개인","2018","다산지금로145번길 15","-","중개거래","경기 남양주시, 경기 하남시","-"
"159","경기도 남양주시 진접읍 장현리","633-1","0633","0001","삼신","46.0500","202605","18","14,000","-","11","개인","개인","1992","봉현로36번길 11-1","-","중개거래","경기 남양주시","-"
"160","경기도 고양시 일산동구 풍동","1261","1261","0000","숲속마을(7단지)","84.9700","202605","18","40,200","-","10","개인","개인","2006","숲속마을1로 116","-","중개거래","경기 고양시 일산동구","-"
"161","충청북도 충주시 봉방동","7-2","0007","0002","더휴인4차","59.9020","202605","18","16,500","-","3","개인","개인","2016","국원대로 32","-","중개거래","충북 충주시","-"
"162","경기도 부천시 원미구 중동","1040","1040","0000","덕유마을(주공3)","58.7400","202605","18","44,500","-","5","개인","개인","1996","중동로 327","-","중개거래","경기 부천시 원미구","-"
"163","세종특별자치시  고운동","1705","1705","0000","가락마을5단지(유승한내들)","59.9013","202605","18","35,500","-","8","개인","개인","2015","마음안로 34","-","중개거래","세종","-"
"164","경기도 화성시 동탄구 장지동","963","0963","0000","동탄호수자이파밀리에","51.7500","202605","18","48,900","-","15","개인","개인","2018","동탄대로2길 19","-","중개거래","경기 화성시 동탄구","-"
"165","충청남도 천안시 서북구 쌍용동","380-4","0380","0004","경동","45.8800","202605","18","7,500","-","1","개인","개인","1986","새말4길 36","-","중개거래","충남 천안시 동남구","-"
"166","광주광역시 북구 매곡동","28-1","0028","0001","동남맨션","84.9900","202605","18","13,000","-","14","개인","개인","1990","설죽로315번길 11","-","중개거래","광주 북구","-"
"167","광주광역시 북구 운암동","1038-1","1038","0001","일신2","59.8200","202605","18","10,000","-","5","개인","개인","1991","북문대로159번길 39","-","중개거래","광주 북구","-"
"168","울산광역시 울주군 범서읍 천상리","605","0605","0000","천상국태그린빌","49.9360","202605","18","11,000","-","18","개인","개인","2001","천상4길 4","-","중개거래","울산 울주군","-"
"169","경기도 오산시 갈곶동","251","0251","0000","우림","39.8400","202605","18","12,000","-","5","개인","개인","1998","경기대로 74","-","중개거래","경기 오산시","-"
"170","전라남도 장흥군 장흥읍 건산리","129","0129","0000","미래3","59.8200","202605","18","6,000","-","7","개인","개인","1996","동부로 67-5","-","직거래","-","-"
"171","경기도 남양주시 별내면 청학리","488","0488","0000","거성수락산","59.9900","202605","18","17,800","-","4","개인","개인","1995","청학로132번길 5","-","중개거래","경기 남양주시","-"
"172","경기도 파주시 목동동","679","0679","0000","해솔마을5단지삼부르네상스(679)","120.8484","202605","18","46,700","-","29","개인","개인","2010","가온로 67","-","중개거래","경기 파주시","-"
"173","부산광역시 동구 범일동","154","0154","0000","성무아이반스타","31.2800","202605","18","11,900","-","9","개인","개인","2018","정공단로 47-1","-","중개거래","부산 동구","-"
"174","충청북도 충주시 호암동","152","0152","0000","부강아파트","27.1800","202605","18","2,800","-","9","개인","개인","1995","호암중앙2로 31","-","중개거래","충북 충주시","-"
"175","경기도 양주시 옥정동","1043-1","1043","0001","양주옥정신도시제일풍경채레이크시티2단지","74.6691","202605","18","41,800","-","1","개인","개인","2023","옥정동로 190","-","중개거래","경기 양주시","-"
"176","경기도 의정부시 신곡동","486-13","0486","0013","벽산조합","84.9600","202605","18","27,000","-","20","개인","개인","1994","장금로78번길 41","-","중개거래","경기 의정부시","-"
"177","경기도 시흥시 배곧동","174","0174","0000","호반베르디움센트로하임","84.8957","202605","18","55,500","-","4","개인","개인","2017","배곧4로 106-25","-","중개거래","경기 시흥시","-"
"178","전북특별자치도 군산시 나운동","1189-1","1189","0001","아리랑","57.7800","202605","18","4,000","-","3","개인","개인","1988","한밭3길 9","-","중개거래","전북 군산시","-"
"179","충청남도 천안시 서북구 성성동","827","0827","0000","천안시티자이","84.9474","202605","18","45,000","-","27","개인","개인","2018","성성6로 21","-","중개거래","충남 천안시 서북구","-"
"180","충청북도 청주시 서원구 분평동","1202","1202","0000","분평주공2","59.9900","202605","18","14,000","-","6","개인","개인","1997","1순환로1137번길 129","-","중개거래","충북 청주시 서원구","-"
"181","전북특별자치도 익산시 영등동","768-1","0768","0001","제일1차","134.9200","202605","18","28,000","-","12","개인","개인","1995","고봉로30길 13","-","직거래","-","-"
"182","경상남도 김해시 진영읍 진영리","1690","1690","0000","중흥에스-클래스에코시티","84.9538","202605","18","31,000","-","6","개인","개인","2019","진산대로 59","-","중개거래","경남 김해시","-"
"183","충청남도 서산시 예천동","1270-1","1270","0001","서산예천푸르지오","62.5410","202605","18","27,300","-","8","개인","개인","2013","호수공원11로 11","-","중개거래","충남 서산시","-"
"184","광주광역시 북구 문흥동","920","0920","0000","대주2","59.9100","202605","18","9,500","-","14","개인","개인","1988","평교로 45","-","중개거래","광주 북구","-"
"185","경기도 남양주시 평내동","602","0602","0000","평내마을평내2차대주파크빌","84.9839","202605","18","37,000","-","9","개인","개인","2005","평내로 104","-","중개거래","경기 남양주시","-"
"186","경기도 부천시 소사구 옥길동","780-1","0780","0001","옥길호반베르디움","72.9980","202605","18","70,000","-","6","개인","개인","2017","범안로 220","-","중개거래","경기 부천시 소사구","-"
"187","대전광역시 서구 도안동","966","0966","0000","한라비발디","84.9167","202605","18","48,500","-","13","개인","개인","2011","도안북로 136","-","중개거래","대전 서구","-"
"188","전북특별자치도 익산시 마동","389","0389","0000","힐스테이트익산","99.7950","202605","18","50,000","-","24","개인","개인","2024","선화로22길 15","-","중개거래","전북 익산시","-"
"189","경기도 안산시 상록구 사동","1510","1510","0000","안산고잔7차푸르지오","89.2130","202605","18","52,200","-","19","개인","개인","2005","해양1로 30","-","중개거래","경기 시흥시, 경기 안산시 상록구","-"
"190","경상남도 김해시 삼계동","1435","1435","0000","화정마을부영6차","59.8404","202605","18","12,400","-","11","개인","개인","2003","김해대로 1864","-","중개거래","경남 김해시","-"
"191","전라남도 장흥군 장흥읍 건산리","129","0129","0000","미래3","47.7900","202605","18","5,500","-","5","개인","개인","1996","동부로 67-5","-","직거래","-","-"
"192","광주광역시 북구 임동","340","0340","0000","임동리버파크","59.9100","202605","18","17,600","-","8","개인","개인","2005","천변우로 11","-","중개거래","광주 북구","-"
"193","경기도 고양시 일산서구 주엽동","12","0012","0000","문촌마을(동아)8단지","59.9200","202605","18","31,000","-","14","개인","개인","1994","주엽로 161","-","중개거래","경기 고양시 일산서구","-"
"194","경기도 오산시 지곶동","577","0577","0000","e편한세상오산세교","59.9841","202605","18","30,000","-","12","개인","개인","2018","세마문학로 50","-","중개거래","경기 오산시","-"
"195","울산광역시 울주군 온양읍 대안리","417","0417","0000","미도파","84.9050","202605","18","16,000","-","3","개인","개인","1993","연안2길 22","-","중개거래","울산 울주군","-"
"196","경기도 남양주시 다산동","6215","6215","0000","다산 펜테리움 리버테라스 Ⅰ","84.9301","202605","18","88,500","-","12","개인","개인","2018","다산지금로145번길 15","-","중개거래","경기 남양주시, 경기 용인시 수지구","-"
"197","서울특별시 양천구 목동","502-7","0502","0007","대원","84.9860","202605","18","84,000","-","4","개인","개인","2002","목동중앙북로10길 12-20","-","중개거래","서울 양천구","-"
"198","부산광역시 동구 좌천동","737-1","0737","0001","좌천시민(737-1)","36.4000","202605","18","3,000","-","4","개인","개인","1962","성북로22번길 29","-","직거래","-","-"
"199","강원특별자치도 강릉시 포남동","1293-1","1293","0001","일송","58.8700","202605","18","12,000","-","3","개인","개인","1995","하평3길 37","-","중개거래","강원 강릉시","-"
"200","강원특별자치도 강릉시 입암동","496-5","0496","0005","대목","39.7200","202605","18","4,900","-","4","개인","개인","1988","용지로 35","-","중개거래","강원 강릉시","-"
"201","충청남도 서산시 동문동","228","0228","0000","주공","39.6900","202605","18","7,400","-","3","개인","개인","1988","율지18로 23","-","중개거래","충남 서산시","-"
"202","경상북도 칠곡군 북삼읍 인평리","678-1","0678","0001","숭오대동타운","59.2900","202605","18","4,000","-","13","개인","개인","1995","인강5길 59","-","중개거래","경북 칠곡군","-"
"203","대전광역시 중구 태평동","383-1","0383","0001","삼부1","57.6100","202605","18","13,500","-","15","개인","개인","1979","태평로 80","-","중개거래","대전 중구","-"
"204","부산광역시 서구 토성동5가","46-1","0046","0001","아크로폴리스","25.4400","202605","18","4,000","-","7","개인","개인","2003","구덕로 135","-","중개거래","부산 서구","-"
"205","강원특별자치도 동해시 동회동","442","0442","0000","대동3차","59.3575","202605","18","9,000","-","8","개인","개인","1996","청운1길 29","-","중개거래","강원 동해시","-"
"206","경기도 이천시 안흥동","469","0469","0000","안흥주공","59.7100","202605","18","14,800","-","13","개인","개인","1997","증신로25번길 69","-","중개거래","경기 이천시","-"
